County,State,2010,2011,2012,2013,2014,2015,2016
Rappahannock,Virginia,"7,500","7,476","7,409","7,428","7,336","7,400","7,380"
Richmond,Virginia,"9,280","9,208","9,079","8,952","8,884","8,781","8,758"
Roanoke,Virginia,"92,401","92,815","92,738","93,311","93,378","93,376","93,528"
Rockbridge,Virginia,"22,346","22,445","22,378","22,328","22,432","22,396","22,450"
Rockingham,Virginia,"76,408","76,861","77,137","77,419","77,878","78,445","79,367"
Russell,Virginia,"28,878","28,683","28,427","28,336","28,077","27,854","27,422"
Scott,Virginia,"23,128","23,053","22,954","22,768","22,519","22,296","22,082"
Shenandoah,Virginia,"42,052","42,266","42,530","42,506","42,729","42,848","42,907"
Smyth,Virginia,"32,198","32,047","31,896","31,772","31,573","31,419","31,126"
Southampton,Virginia,"18,640","18,638","18,507","18,329","18,223","18,136","18,080"
Spotsylvania,Virginia,"122,976","124,537","125,827","127,392","128,804","129,948","131,252"
Stafford,Virginia,"129,832","132,200","133,368","135,923","138,791","140,868","143,501"
Surry,Virginia,"7,044","6,921","6,839","6,787","6,780","6,671","6,554"
Sussex,Virginia,"12,011","12,086","11,924","11,766","11,723","11,692","11,414"
Tazewell,Virginia,"45,117","44,730","44,264","44,017","43,379","42,905","42,155"
Warren,Virginia,"37,518","37,646","37,887","38,500","40,126","38,716","39,165"
Washington,Virginia,"54,967","54,831","55,095","54,776","54,603","54,268","54,100"
Westmoreland,Virginia,"17,489","17,635","17,513","17,552","17,436","17,549","17,649"
Wise,Virginia,"41,572","41,454","40,909","40,662","39,892","39,572","39,027"
Wythe,Virginia,"29,252","29,202","29,328","29,282","29,055","29,097","28,912"
York,Virginia,"65,222","65,772","65,825","65,980","66,523","67,802","67,832"
Alexandria city,Virginia,"140,729","144,219","147,291","149,637","151,375","153,654","156,698"
Bristol city,Virginia,"17,766","17,717","17,692","17,386","17,191","17,146","17,088"
Buena Vista city,Virginia,"6,611","6,711","6,747","6,652","6,549","6,529","6,435"
Charlottesville city,Virginia,"43,461","43,761","44,580","45,012","45,518","46,301","46,943"
Chesapeake city,Virginia,"223,556","225,361","228,091","230,327","233,360","235,111","237,464"
Colonial Heights city,Virginia,"17,339","17,284","17,383","17,487","17,442","17,444","17,398"
Covington city,Virginia,"5,940","5,914","5,842","5,827","5,772","5,663","5,637"
Danville city,Virginia,"42,924","42,645","42,705","42,623","42,263","41,947","41,665"
Emporia city,Virginia,"5,921","5,841","5,813","5,693","5,597","5,558","5,478"
Fairfax city,Virginia,"22,614","22,460","22,894","23,230","23,310","23,230","23,246"
Falls Church city,Virginia,"12,399","12,660","13,087","13,360","13,416","13,728","13,582"
Franklin city,Virginia,"8,579","8,445","8,482","8,536","8,392","8,331","8,201"
Fredericksburg city,Virginia,"24,354","25,752","27,179","27,818","28,256","28,043","28,360"
Galax city,Virginia,"6,991","6,846","6,852","6,931","6,899","6,800","6,604"
Hampton city,Virginia,"137,415","136,628","137,177","137,332","137,680","136,264","135,374"
Harrisonburg city,Virginia,"48,993","49,935","51,312","51,537","52,542","52,675","53,542"
Hopewell city,Virginia,"22,642","22,502","22,309","22,161","22,109","22,231","22,539"
Lexington city,Virginia,"7,043","6,972","7,018","7,146","7,125","7,162","7,148"
Lynchburg city,Virginia,"75,548","76,584","77,269","77,940","78,141","79,134","79,710"
Manassas city,Virginia,"38,212","39,101","40,284","41,082","41,142","41,409","41,189"
Manassas Park city,Virginia,"14,449","15,067","15,397","15,896","15,916","16,129","16,456"
Martinsville city,Virginia,"13,760","13,596","13,492","13,416","13,317","13,259","12,996"
Newport News city,Virginia,"180,888","180,078","180,056","181,275","181,522","180,958","180,209"
Norfolk city,Virginia,"242,999","243,655","246,149","245,468","246,576","246,457","245,680"
Norton city,Virginia,"4,012","4,087","4,124","4,099","4,135","4,009","3,972"
Petersburg city,Virginia,"32,502","32,091","31,996","32,311","32,241","31,892","31,380"
Poquoson city,Virginia,"12,148","12,042","12,114","12,094","12,009","12,021","11,952"
Portsmouth city,Virginia,"95,451","95,748","96,480","96,075","95,829","96,336","95,165"
Radford city,Virginia,"16,430","16,814","16,714","17,117","17,392","17,295","17,324"
Richmond city,Virginia,"204,302","206,391","210,794","213,860","217,044","220,856","225,369"
Roanoke city,Virginia,"96,720","96,782","98,011","98,849","99,427","99,669","99,337"
Salem city,Virginia,"24,895","25,026","25,179","25,317","25,428","25,364","25,252"
Staunton city,Virginia,"23,737","24,023","23,809","24,101","24,283","24,185","24,156"
Suffolk city,Virginia,"84,813","84,750","85,251","85,751","86,882","88,079","89,194"
Virginia Beach city,Virginia,"438,859","442,583","445,044","447,706","448,864","450,304","450,983"
Waynesboro city,Virginia,"20,993","21,103","21,066","21,167","21,305","21,542","21,757"
Williamsburg city,Virginia,"13,727","14,109","14,526","14,617","14,580","14,800","14,884"
Winchester city,Virginia,"26,150","26,660","27,008","27,321","27,382","27,480","27,785"
Adams,Washington,"18,790","18,877","18,944","19,098","19,177","19,233","19,369"
Asotin,Washington,"21,725","21,971","21,909","22,129","22,190","22,113","22,286"
Benton,Washington,"176,465","180,436","182,373","184,318","186,489","190,218","193,494"
Chelan,Washington,"72,750","73,214","73,472","73,723","74,121","75,041","75,855"
Clallam,Washington,"71,503","71,762","71,766","72,046","72,467","73,202","74,240"
Clark,Washington,"426,704","432,283","436,361","441,341","448,202","456,939","465,272"
Columbia,Washington,"4,094","4,005","3,977","4,002","3,985","3,960","3,975"
Cowlitz,Washington,"102,358","102,309","101,663","101,483","101,790","102,999","104,740"
Douglas,Washington,"38,514","38,662","39,197","39,387","39,773","40,545","41,366"
Ferry,Washington,"7,545","7,639","7,663","7,594","7,592","7,520","7,531"
Franklin,Washington,"79,077","83,051","85,698","86,448","87,665","88,727","90,199"
Garfield,Washington,"2,261","2,237","2,209","2,237","2,201","2,222","2,246"
Grant,Washington,"89,558","90,594","91,300","91,701","92,897","93,527","94,221"
Grays Harbor,Washington,"72,848","72,366","71,773","71,046","70,780","71,011","71,531"
Island,Washington,"78,693","78,941","79,039","78,198","78,690","80,022","81,692"
Jefferson,Washington,"29,899","29,853","29,800","30,004","30,147","30,339","30,910"
King,Washington,"1,938,351","1,974,200","2,011,197","2,047,223","2,085,225","2,126,178","2,166,350"
Kitsap,Washington,"251,681","254,297","254,339","252,401","253,387","259,232","263,142"
Kittitas,Washington,"40,990","41,554","41,624","41,828","42,596","43,095","44,922"
Klickitat,Washington,"20,376","20,689","20,638","20,871","20,863","21,005","21,286"
Lewis,Washington,"75,502","75,668","75,435","74,962","74,844","75,437","76,693"
Lincoln,Washington,"10,573","10,526","10,429","10,295","10,224","10,285","10,335"
Mason,Washington,"60,733","60,870","60,681","60,474","60,604","60,991","62,142"
Okanogan,Washington,"41,229","41,334","41,183","41,053","41,236","41,356","41,579"
Pacific,Washington,"20,879","20,884","20,582","20,442","20,564","20,869","21,285"
Pend Oreille,Washington,"12,950","12,954","13,003","12,885","12,919","13,087","13,131"
Pierce,Washington,"795,390","807,623","815,535","821,012","832,696","843,778","862,895"
San Juan,Washington,"15,783","15,845","15,848","15,909","16,009","16,198","16,309"
Skagit,Washington,"116,944","117,578","117,714","118,255","119,966","121,559","123,603"
Skamania,Washington,"11,116","11,154","11,200","11,308","11,377","11,375","11,581"
Snohomish,Washington,"715,500","722,068","732,097","744,112","757,239","769,698","787,110"
Spokane,Washington,"472,081","473,436","475,447","478,332","482,857","488,610","496,889"
Stevens,Washington,"43,472","43,453","43,483","43,271","43,479","43,553","44,141"
Thurston,Washington,"253,001","256,386","258,527","261,852","264,909","267,978","273,714"
Wahkiakum,Washington,"3,983","3,992","4,000","4,034","4,043","4,023","4,161"
Walla Walla,Washington,"58,915","59,444","59,329","59,361","59,510","59,932","60,008"
Whatcom,Washington,"201,545","203,490","204,863","206,073","208,154","211,836","216,417"
Whitman,Washington,"44,796","45,056","46,633","46,792","46,918","48,164","48,824"
Yakima,Washington,"244,256","245,926","246,127","246,485","246,870","247,800","249,327"
Barbour,West Virginia,"16,610","16,600","16,869","16,871","16,902","16,973","16,749"
Berkeley,West Virginia,"104,621","105,743","106,965","108,495","110,191","111,678","113,489"
Boone,West Virginia,"24,608","24,412","24,358","24,089","23,716","23,252","22,809"
Braxton,West Virginia,"14,545","14,535","14,451","14,385","14,405","14,375","14,323"
Brooke,West Virginia,"23,978","23,814","23,677","23,589","23,368","23,190","22,663"
Cabell,West Virginia,"96,322","96,612","96,949","97,026","96,639","96,582","95,681"
Calhoun,West Virginia,"7,656","7,637","7,594","7,548","7,557","7,463","7,374"
Clay,West Virginia,"9,373","9,334","9,208","9,139","8,881","8,875","8,829"
Doddridge,West Virginia,"8,198","8,252","8,296","8,549","8,471","8,703","8,576"
Fayette,West Virginia,"46,030","45,921","45,861","45,557","45,159","44,707","44,179"
Gilmer,West Virginia,"8,731","8,751","8,748","8,622","8,498","8,306","8,134"
Grant,West Virginia,"11,893","11,883","11,802","11,740","11,617","11,651","11,602"
Greenbrier,West Virginia,"35,548","35,732","35,877","35,798","35,579","35,580","35,532"
Hampshire,West Virginia,"23,952","23,782","23,673","23,483","23,430","23,311","23,316"
Hancock,West Virginia,"30,681","30,633","30,465","30,382","30,263","29,980","29,662"
Hardy,West Virginia,"14,044","13,962","13,849","13,968","13,956","13,826","13,812"
Harrison,West Virginia,"69,249","69,302","69,098","68,907","68,670","68,535","68,349"
Jackson,West Virginia,"29,234","29,321","29,283","29,193","29,134","29,170","29,188"
Jefferson,West Virginia,"53,609","54,458","54,699","55,001","55,625","56,070","55,979"
Kanawha,West Virginia,"192,917","192,183","192,248","191,539","190,355","188,282","186,196"
Lewis,West Virginia,"16,414","16,439","16,453","16,480","16,448","16,440","16,289"
Lincoln,West Virginia,"21,673","21,567","21,607","21,452","21,520","21,279","21,108"
Logan,West Virginia,"36,723","36,461","36,316","35,933","35,251","34,441","33,674"
McDowell,West Virginia,"22,097","21,730","21,318","20,958","20,385","19,762","19,192"
Marion,West Virginia,"56,548","56,692","56,760","56,723","56,792","56,761","56,504"
Marshall,West Virginia,"33,094","32,936","32,826","32,643","32,360","32,215","31,720"
Mason,West Virginia,"27,368","27,316","27,217","27,144","27,153","27,089","26,938"
Mercer,West Virginia,"62,336","62,560","62,419","61,911","61,759","61,133","60,632"
Mineral,West Virginia,"28,205","28,057","27,886","27,691","27,567","27,417","27,375"
Mingo,West Virginia,"26,768","26,603","26,190","26,013","25,739","25,317","24,716"
Monongalia,West Virginia,"96,754","99,018","100,915","102,266","103,480","104,681","105,643"
Monroe,West Virginia,"13,522","13,551","13,502","13,520","13,613","13,573","13,487"
Morgan,West Virginia,"17,491","17,464","17,427","17,445","17,516","17,490","17,626"
Nicholas,West Virginia,"26,229","26,216","26,262","25,948","25,719","25,551","25,381"
Ohio,West Virginia,"44,472","44,202","43,992","43,732","43,241","42,969","42,629"
Pendleton,West Virginia,"7,675","7,537","7,470","7,375","7,229","7,103","6,977"
Pleasants,West Virginia,"7,571","7,575","7,533","7,518","7,588","7,499","7,490"
Pocahontas,West Virginia,"8,734","8,825","8,703","8,680","8,651","8,573","8,528"
Preston,West Virginia,"33,554","33,660","33,898","33,682","33,916","33,842","33,760"
Putnam,West Virginia,"55,620","56,030","56,445","56,492","56,625","56,592","56,675"
Raleigh,West Virginia,"78,919","79,345","79,249","78,799","78,183","77,363","76,296"
Randolph,West Virginia,"29,363","29,435","29,392","29,522","29,377","29,212","29,034"
Ritchie,West Virginia,"10,420","10,313","10,250","10,147","10,077","10,084","9,985"
Roane,West Virginia,"14,895","14,801","14,679","14,607","14,595","14,375","14,114"
Summers,West Virginia,"13,940","13,857","13,836","13,589","13,329","13,137","12,978"
Taylor,West Virginia,"16,889","16,934","16,973","16,990","17,102","16,930","16,952"
Tucker,West Virginia,"7,129","7,130","7,078","7,080","7,052","7,089","7,053"
Tyler,West Virginia,"9,218","9,120","9,054","9,007","9,085","8,958","8,967"
Upshur,West Virginia,"24,239","24,270","24,441","24,601","24,662","24,727","24,680"
Wayne,West Virginia,"42,466","42,194","41,885","41,840","41,517","41,211","40,724"
Webster,West Virginia,"9,153","9,124","8,982","8,833","8,750","8,635","8,557"
Wetzel,West Virginia,"16,535","16,369","16,344","16,112","15,955","15,777","15,644"
Wirt,West Virginia,"5,725","5,755","5,774","5,838","5,790","5,804","5,767"
Wood,West Virginia,"86,973","86,888","86,616","86,522","86,469","86,335","85,709"
Wyoming,West Virginia,"23,728","23,460","23,210","22,940","22,578","22,177","21,777"
Adams,Wisconsin,"20,878","20,769","20,417","20,413","20,125","20,028","19,982"
Ashland,Wisconsin,"16,143","16,029","15,838","15,970","15,995","15,804","15,633"
Barron,Wisconsin,"45,814","45,890","45,777","45,581","45,349","45,367","45,242"
Bayfield,Wisconsin,"15,000","15,059","15,057","15,113","14,973","14,976","14,923"
Brown,Wisconsin,"248,476","250,481","252,682","254,211","256,202","257,856","259,514"
Buffalo,Wisconsin,"13,551","13,440","13,343","13,365","13,231","13,245","13,134"
Burnett,Wisconsin,"15,430","15,464","15,340","15,269","15,232","15,142","15,222"
Calumet,Wisconsin,"49,040","49,622","49,653","49,648","49,479","49,818","49,607"
Chippewa,Wisconsin,"62,638","62,948","63,053","63,088","63,333","63,421","63,523"
Clark,Wisconsin,"34,683","34,683","34,445","34,538","34,355","34,358","34,485"
Columbia,Wisconsin,"56,860","56,713","56,479","56,581","56,648","56,682","56,875"
Crawford,Wisconsin,"16,633","16,680","16,517","16,392","16,348","16,328","16,250"
Dane,Wisconsin,"489,218","496,009","502,902","509,762","516,282","523,000","531,296"
Dodge,Wisconsin,"88,728","88,389","88,148","87,933","88,071","87,816","87,382"
Door,Wisconsin,"27,750","27,766","27,536","27,609","27,470","27,311","27,338"
Douglas,Wisconsin,"44,134","43,958","43,751","43,760","43,643","43,495","43,359"
Dunn,Wisconsin,"43,887","43,800","43,806","44,046","44,075","44,267","44,354"
Eau Claire,Wisconsin,"99,017","99,938","100,839","101,734","101,690","102,080","102,907"
Florence,Wisconsin,"4,398","4,382","4,366","4,383","4,344","4,338","4,313"
Fond du Lac,Wisconsin,"101,576","101,810","101,788","101,787","101,977","101,955","102,211"
Forest,Wisconsin,"9,294","9,246","9,157","9,090","9,102","9,004","9,021"
Grant,Wisconsin,"51,233","51,178","50,871","50,994","51,684","52,071","51,985"
Green,Wisconsin,"36,857","36,856","36,760","36,934","36,858","36,931","36,787"
Green Lake,Wisconsin,"19,015","19,055","18,998","18,880","18,751","18,698","18,596"
Iowa,Wisconsin,"23,690","23,581","23,578","23,556","23,581","23,585","23,430"
Iron,Wisconsin,"5,924","5,959","5,888","5,829","5,861","5,727","5,660"
Jackson,Wisconsin,"20,465","20,522","20,496","20,559","20,581","20,524","20,484"
Jefferson,Wisconsin,"83,724","83,846","84,359","84,604","84,361","84,488","84,464"
Juneau,Wisconsin,"26,672","26,700","26,771","26,567","26,339","26,307","26,345"
Kenosha,Wisconsin,"166,626","166,835","167,216","167,300","167,836","167,910","167,867"
Kewaunee,Wisconsin,"20,561","20,558","20,505","20,370","20,341","20,324","20,380"
La Crosse,Wisconsin,"114,872","115,230","116,543","116,881","117,440","117,699","117,681"
Lafayette,Wisconsin,"16,807","16,863","16,800","16,669","16,777","16,791","16,757"
Langlade,Wisconsin,"19,963","19,792","19,618","19,408","19,250","19,048","19,083"
Lincoln,Wisconsin,"28,779","28,505","28,502","28,305","28,108","27,867","27,834"
Manitowoc,Wisconsin,"81,331","81,038","80,726","80,485","79,951","79,483","79,348"
Marathon,Wisconsin,"134,050","134,339","134,368","134,884","135,133","135,314","135,101"
Marinette,Wisconsin,"41,663","41,415","41,350","41,288","41,048","40,649","40,255"
Marquette,Wisconsin,"15,375","15,367","15,241","15,179","15,069","15,119","15,130"
Menominee,Wisconsin,"4,269","4,372","4,363","4,383","4,507","4,509","4,527"
Milwaukee,Wisconsin,"948,285","951,324","954,595","957,443","958,426","958,421","954,841"
Monroe,Wisconsin,"44,813","45,051","45,003","45,123","45,156","45,322","45,423"
Oconto,Wisconsin,"37,717","37,574","37,418","37,366","37,460","37,472","37,475"
Oneida,Wisconsin,"35,949","35,789","35,673","35,558","35,325","35,303","35,329"
Outagamie,Wisconsin,"176,908","177,926","179,003","180,330","182,148","183,328","184,593"
Ozaukee,Wisconsin,"86,377","86,798","87,111","87,213","87,578","87,932","88,332"
Pepin,Wisconsin,"7,472","7,400","7,373","7,347","7,299","7,237","7,250"
Pierce,Wisconsin,"41,089","40,896","40,725","40,814","41,038","41,069","41,456"
Polk,Wisconsin,"44,156","43,954","43,519","43,313","43,328","43,218","43,224"
Portage,Wisconsin,"70,024","70,088","70,425","70,518","70,528","70,520","70,451"
Price,Wisconsin,"14,097","13,984","13,845","13,738","13,657","13,578","13,413"
Racine,Wisconsin,"195,406","194,908","194,594","194,680","194,786","194,672","194,846"
Richland,Wisconsin,"18,024","18,009","17,816","17,827","17,754","17,574","17,556"
Rock,Wisconsin,"160,260","159,867","160,065","160,341","160,920","161,006","161,320"
Rusk,Wisconsin,"14,731","14,615","14,305","14,367","14,350","14,124","14,101"
St. Croix,Croix County,"84,397","84,771","85,035","85,643","86,530","87,129","87,598"
Sauk,Wisconsin,"62,050","62,236","62,369","62,782","62,959","63,271","63,614"
Sawyer,Wisconsin,"16,549","16,541","16,515","16,474","16,357","16,288","16,320"
Shawano,Wisconsin,"41,939","41,671","41,509","41,409","41,345","41,051","40,952"
Sheboygan,Wisconsin,"115,524","115,208","114,767","114,697","114,982","115,196","115,030"
Taylor,Wisconsin,"20,661","20,658","20,371","20,424","20,417","20,314","20,290"
