year,state,state_code,county,candidate,party,candidate_votes,total_votes,Location
2004,Vermont,VT,Washington,George W. Bush,republican,11461.0,31448,"Vermont, Washington"
2004,Vermont,VT,Windham,John Kerry,democrat,15489.0,23316,"Vermont, Windham"
2004,Vermont,VT,Windham,George W. Bush,republican,7280.0,23316,"Vermont, Windham"
2004,Vermont,VT,Windsor,John Kerry,democrat,18561.0,30767,"Vermont, Windsor"
2004,Vermont,VT,Windsor,George W. Bush,republican,11491.0,30767,"Vermont, Windsor"
2004,Virginia,VA,Accomack,John Kerry,democrat,5518.0,13356,"Virginia, Accomack"
2004,Virginia,VA,Accomack,George W. Bush,republican,7726.0,13356,"Virginia, Accomack"
2004,Virginia,VA,Albemarle,John Kerry,democrat,22088.0,43726,"Virginia, Albemarle"
2004,Virginia,VA,Albemarle,George W. Bush,republican,21189.0,43726,"Virginia, Albemarle"
2004,Virginia,VA,Alleghany,John Kerry,democrat,3203.0,7195,"Virginia, Alleghany"
2004,Virginia,VA,Alleghany,George W. Bush,republican,3962.0,7195,"Virginia, Alleghany"
2004,Virginia,VA,Amelia,John Kerry,democrat,1862.0,5397,"Virginia, Amelia"
2004,Virginia,VA,Amelia,George W. Bush,republican,3499.0,5397,"Virginia, Amelia"
2004,Virginia,VA,Amherst,John Kerry,democrat,4866.0,12695,"Virginia, Amherst"
2004,Virginia,VA,Amherst,George W. Bush,republican,7758.0,12695,"Virginia, Amherst"
2004,Virginia,VA,Appomattox,John Kerry,democrat,2191.0,6655,"Virginia, Appomattox"
2004,Virginia,VA,Appomattox,George W. Bush,republican,4366.0,6655,"Virginia, Appomattox"
2004,Virginia,VA,Arlington,John Kerry,democrat,63987.0,94650,"Virginia, Arlington"
2004,Virginia,VA,Arlington,George W. Bush,republican,29635.0,94650,"Virginia, Arlington"
2004,Virginia,VA,Augusta,John Kerry,democrat,7019.0,29704,"Virginia, Augusta"
2004,Virginia,VA,Augusta,George W. Bush,republican,22100.0,29704,"Virginia, Augusta"
2004,Virginia,VA,Bath,John Kerry,democrat,828.0,2282,"Virginia, Bath"
2004,Virginia,VA,Bath,George W. Bush,republican,1432.0,2282,"Virginia, Bath"
2004,Virginia,VA,Bedford,John Kerry,democrat,9102.0,31404,"Virginia, Bedford"
2004,Virginia,VA,Bedford,George W. Bush,republican,21925.0,31404,"Virginia, Bedford"
2004,Virginia,VA,Bedford,John Kerry,democrat,1042.0,2542,"Virginia, Bedford"
2004,Virginia,VA,Bedford,George W. Bush,republican,1472.0,2542,"Virginia, Bedford"
2004,Virginia,VA,Bedford,John Kerry,democrat,9102.0,31404,"Virginia, Bedford"
2004,Virginia,VA,Bedford,George W. Bush,republican,21925.0,31404,"Virginia, Bedford"
2004,Virginia,VA,Bedford,John Kerry,democrat,1042.0,2542,"Virginia, Bedford"
2004,Virginia,VA,Bedford,George W. Bush,republican,1472.0,2542,"Virginia, Bedford"
2004,Virginia,VA,Bland,John Kerry,democrat,846.0,2865,"Virginia, Bland"
2004,Virginia,VA,Bland,George W. Bush,republican,1962.0,2865,"Virginia, Bland"
2004,Virginia,VA,Botetourt,John Kerry,democrat,4801.0,15797,"Virginia, Botetourt"
2004,Virginia,VA,Botetourt,George W. Bush,republican,10865.0,15797,"Virginia, Botetourt"
2004,Virginia,VA,Brunswick,John Kerry,democrat,4062.0,6926,"Virginia, Brunswick"
2004,Virginia,VA,Brunswick,George W. Bush,republican,2852.0,6926,"Virginia, Brunswick"
2004,Virginia,VA,Buchanan,John Kerry,democrat,5275.0,9829,"Virginia, Buchanan"
2004,Virginia,VA,Buchanan,George W. Bush,republican,4507.0,9829,"Virginia, Buchanan"
2004,Virginia,VA,Buckingham,John Kerry,democrat,2789.0,6027,"Virginia, Buckingham"
2004,Virginia,VA,Buckingham,George W. Bush,republican,3185.0,6027,"Virginia, Buckingham"
2004,Virginia,VA,Campbell,John Kerry,democrat,6862.0,22997,"Virginia, Campbell"
2004,Virginia,VA,Campbell,George W. Bush,republican,15891.0,22997,"Virginia, Campbell"
2004,Virginia,VA,Caroline,John Kerry,democrat,4878.0,9954,"Virginia, Caroline"
2004,Virginia,VA,Caroline,George W. Bush,republican,4999.0,9954,"Virginia, Caroline"
2004,Virginia,VA,Carroll,John Kerry,democrat,3888.0,12128,"Virginia, Carroll"
2004,Virginia,VA,Carroll,George W. Bush,republican,8173.0,12128,"Virginia, Carroll"
2004,Virginia,VA,Charles City,John Kerry,democrat,2155.0,3439,"Virginia, Charles City"
2004,Virginia,VA,Charles City,George W. Bush,republican,1254.0,3439,"Virginia, Charles City"
2004,Virginia,VA,Charlotte,John Kerry,democrat,2223.0,5438,"Virginia, Charlotte"
2004,Virginia,VA,Charlotte,George W. Bush,republican,3166.0,5438,"Virginia, Charlotte"
2004,Virginia,VA,Chesterfield,John Kerry,democrat,49346.0,133814,"Virginia, Chesterfield"
2004,Virginia,VA,Chesterfield,George W. Bush,republican,83745.0,133814,"Virginia, Chesterfield"
2004,Virginia,VA,Clarke,John Kerry,democrat,2699.0,6505,"Virginia, Clarke"
2004,Virginia,VA,Clarke,George W. Bush,republican,3741.0,6505,"Virginia, Clarke"
2004,Virginia,VA,Craig,John Kerry,democrat,901.0,2621,"Virginia, Craig"
2004,Virginia,VA,Craig,George W. Bush,republican,1706.0,2621,"Virginia, Craig"
2004,Virginia,VA,Culpeper,John Kerry,democrat,5476.0,15605,"Virginia, Culpeper"
2004,Virginia,VA,Culpeper,George W. Bush,republican,10026.0,15605,"Virginia, Culpeper"
2004,Virginia,VA,Cumberland,John Kerry,democrat,1721.0,4126,"Virginia, Cumberland"
2004,Virginia,VA,Cumberland,George W. Bush,republican,2377.0,4126,"Virginia, Cumberland"
2004,Virginia,VA,Dickenson,John Kerry,democrat,3761.0,7406,"Virginia, Dickenson"
2004,Virginia,VA,Dickenson,George W. Bush,republican,3591.0,7406,"Virginia, Dickenson"
2004,Virginia,VA,Dinwiddie,John Kerry,democrat,4569.0,10839,"Virginia, Dinwiddie"
2004,Virginia,VA,Dinwiddie,George W. Bush,republican,6193.0,10839,"Virginia, Dinwiddie"
2004,Virginia,VA,Essex,John Kerry,democrat,2007.0,4344,"Virginia, Essex"
2004,Virginia,VA,Essex,George W. Bush,republican,2304.0,4344,"Virginia, Essex"
2004,Virginia,VA,Fairfax,John Kerry,democrat,245671.0,461379,"Virginia, Fairfax"
2004,Virginia,VA,Fairfax,George W. Bush,republican,211980.0,461379,"Virginia, Fairfax"
2004,Virginia,VA,Fairfax,John Kerry,democrat,5395.0,10546,"Virginia, Fairfax"
2004,Virginia,VA,Fairfax,George W. Bush,republican,5045.0,10546,"Virginia, Fairfax"
2004,Virginia,VA,Fairfax,John Kerry,democrat,245671.0,461379,"Virginia, Fairfax"
2004,Virginia,VA,Fairfax,George W. Bush,republican,211980.0,461379,"Virginia, Fairfax"
2004,Virginia,VA,Fairfax,John Kerry,democrat,5395.0,10546,"Virginia, Fairfax"
2004,Virginia,VA,Fairfax,George W. Bush,republican,5045.0,10546,"Virginia, Fairfax"
2004,Virginia,VA,Fauquier,John Kerry,democrat,10712.0,29915,"Virginia, Fauquier"
2004,Virginia,VA,Fauquier,George W. Bush,republican,19011.0,29915,"Virginia, Fauquier"
2004,Virginia,VA,Floyd,John Kerry,democrat,2488.0,6734,"Virginia, Floyd"
2004,Virginia,VA,Floyd,George W. Bush,republican,4162.0,6734,"Virginia, Floyd"
2004,Virginia,VA,Fluvanna,John Kerry,democrat,4415.0,10957,"Virginia, Fluvanna"
2004,Virginia,VA,Fluvanna,George W. Bush,republican,6458.0,10957,"Virginia, Fluvanna"
2004,Virginia,VA,Franklin,John Kerry,democrat,8002.0,22223,"Virginia, Franklin"
2004,Virginia,VA,Franklin,George W. Bush,republican,14048.0,22223,"Virginia, Franklin"
2004,Virginia,VA,Franklin,John Kerry,democrat,1910.0,3536,"Virginia, Franklin"
2004,Virginia,VA,Franklin,George W. Bush,republican,1613.0,3536,"Virginia, Franklin"
2004,Virginia,VA,Franklin,John Kerry,democrat,8002.0,22223,"Virginia, Franklin"
2004,Virginia,VA,Franklin,George W. Bush,republican,14048.0,22223,"Virginia, Franklin"
2004,Virginia,VA,Franklin,John Kerry,democrat,1910.0,3536,"Virginia, Franklin"
2004,Virginia,VA,Franklin,George W. Bush,republican,1613.0,3536,"Virginia, Franklin"
2004,Virginia,VA,Frederick,John Kerry,democrat,8853.0,28540,"Virginia, Frederick"
2004,Virginia,VA,Frederick,George W. Bush,republican,19386.0,28540,"Virginia, Frederick"
2004,Virginia,VA,Giles,John Kerry,democrat,3047.0,7498,"Virginia, Giles"
2004,Virginia,VA,Giles,George W. Bush,republican,4320.0,7498,"Virginia, Giles"
2004,Virginia,VA,Gloucester,John Kerry,democrat,5105.0,16333,"Virginia, Gloucester"
2004,Virginia,VA,Gloucester,George W. Bush,republican,11084.0,16333,"Virginia, Gloucester"
2004,Virginia,VA,Goochland,John Kerry,democrat,3583.0,10338,"Virginia, Goochland"
2004,Virginia,VA,Goochland,George W. Bush,republican,6668.0,10338,"Virginia, Goochland"
2004,Virginia,VA,Grayson,John Kerry,democrat,2430.0,7137,"Virginia, Grayson"
2004,Virginia,VA,Grayson,George W. Bush,republican,4655.0,7137,"Virginia, Grayson"
2004,Virginia,VA,Greene,John Kerry,democrat,2240.0,6939,"Virginia, Greene"
2004,Virginia,VA,Greene,George W. Bush,republican,4570.0,6939,"Virginia, Greene"
2004,Virginia,VA,Greensville,John Kerry,democrat,2514.0,4258,"Virginia, Greensville"
2004,Virginia,VA,Greensville,George W. Bush,republican,1732.0,4258,"Virginia, Greensville"
2004,Virginia,VA,Halifax,John Kerry,democrat,6220.0,14656,"Virginia, Halifax"
2004,Virginia,VA,Halifax,George W. Bush,republican,8363.0,14656,"Virginia, Halifax"
2004,Virginia,VA,Hanover,John Kerry,democrat,13941.0,49611,"Virginia, Hanover"
2004,Virginia,VA,Hanover,George W. Bush,republican,35404.0,49611,"Virginia, Hanover"
2004,Virginia,VA,Henrico,John Kerry,democrat,60864.0,133418,"Virginia, Henrico"
2004,Virginia,VA,Henrico,George W. Bush,republican,71809.0,133418,"Virginia, Henrico"
2004,Virginia,VA,Henry,John Kerry,democrat,9851.0,23458,"Virginia, Henry"
2004,Virginia,VA,Henry,George W. Bush,republican,13358.0,23458,"Virginia, Henry"
2004,Virginia,VA,Highland,John Kerry,democrat,522.0,1520,"Virginia, Highland"
2004,Virginia,VA,Highland,George W. Bush,republican,982.0,1520,"Virginia, Highland"
2004,Virginia,VA,Isle of Wight,John Kerry,democrat,5871.0,15871,"Virginia, Isle of Wight"
2004,Virginia,VA,Isle of Wight,George W. Bush,republican,9929.0,15871,"Virginia, Isle of Wight"
2004,Virginia,VA,James City,John Kerry,democrat,11934.0,31090,"Virginia, James City"
2004,Virginia,VA,James City,George W. Bush,republican,18949.0,31090,"Virginia, James City"
2004,Virginia,VA,King George,John Kerry,democrat,2739.0,7921,"Virginia, King George"
2004,Virginia,VA,King George,George W. Bush,republican,5124.0,7921,"Virginia, King George"
2004,Virginia,VA,King William,John Kerry,democrat,2436.0,6872,"Virginia, King William"
2004,Virginia,VA,King William,George W. Bush,republican,4397.0,6872,"Virginia, King William"
2004,Virginia,VA,King and Queen,John Kerry,democrat,1506.0,3286,"Virginia, King and Queen"
2004,Virginia,VA,King and Queen,George W. Bush,republican,1737.0,3286,"Virginia, King and Queen"
2004,Virginia,VA,Lancaster,John Kerry,democrat,2477.0,6230,"Virginia, Lancaster"
2004,Virginia,VA,Lancaster,George W. Bush,republican,3724.0,6230,"Virginia, Lancaster"
2004,Virginia,VA,Lee,John Kerry,democrat,4005.0,9770,"Virginia, Lee"
2004,Virginia,VA,Lee,George W. Bush,republican,5664.0,9770,"Virginia, Lee"
2004,Virginia,VA,Loudoun,John Kerry,democrat,47271.0,108430,"Virginia, Loudoun"
2004,Virginia,VA,Loudoun,George W. Bush,republican,60382.0,108430,"Virginia, Loudoun"
2004,Virginia,VA,Louisa,John Kerry,democrat,4844.0,12035,"Virginia, Louisa"
2004,Virginia,VA,Louisa,George W. Bush,republican,7083.0,12035,"Virginia, Louisa"
2004,Virginia,VA,Lunenburg,John Kerry,democrat,2362.0,5245,"Virginia, Lunenburg"
2004,Virginia,VA,Lunenburg,George W. Bush,republican,2858.0,5245,"Virginia, Lunenburg"
2004,Virginia,VA,Madison,John Kerry,democrat,2176.0,5772,"Virginia, Madison"
2004,Virginia,VA,Madison,George W. Bush,republican,3556.0,5772,"Virginia, Madison"
2004,Virginia,VA,Mathews,John Kerry,democrat,1589.0,5129,"Virginia, Mathews"
2004,Virginia,VA,Mathews,George W. Bush,republican,3497.0,5129,"Virginia, Mathews"
2004,Virginia,VA,Mecklenburg,John Kerry,democrat,5293.0,12780,"Virginia, Mecklenburg"
2004,Virginia,VA,Mecklenburg,George W. Bush,republican,7319.0,12780,"Virginia, Mecklenburg"
2004,Virginia,VA,Middlesex,John Kerry,democrat,1914.0,5377,"Virginia, Middlesex"
2004,Virginia,VA,Middlesex,George W. Bush,republican,3336.0,5377,"Virginia, Middlesex"
2004,Virginia,VA,Montgomery,John Kerry,democrat,14128.0,31515,"Virginia, Montgomery"
2004,Virginia,VA,Montgomery,George W. Bush,republican,17070.0,31515,"Virginia, Montgomery"
2004,Virginia,VA,Nelson,John Kerry,democrat,3543.0,7139,"Virginia, Nelson"
2004,Virginia,VA,Nelson,George W. Bush,republican,3539.0,7139,"Virginia, Nelson"
2004,Virginia,VA,New Kent,John Kerry,democrat,2443.0,7946,"Virginia, New Kent"
2004,Virginia,VA,New Kent,George W. Bush,republican,5414.0,7946,"Virginia, New Kent"
2004,Virginia,VA,Northampton,John Kerry,democrat,2775.0,5499,"Virginia, Northampton"
2004,Virginia,VA,Northampton,George W. Bush,republican,2669.0,5499,"Virginia, Northampton"
2004,Virginia,VA,Northumberland,John Kerry,democrat,2548.0,6409,"Virginia, Northumberland"
2004,Virginia,VA,Northumberland,George W. Bush,republican,3832.0,6409,"Virginia, Northumberland"
2004,Virginia,VA,Nottoway,John Kerry,democrat,2635.0,6030,"Virginia, Nottoway"
2004,Virginia,VA,Nottoway,George W. Bush,republican,3303.0,6030,"Virginia, Nottoway"
2004,Virginia,VA,Orange,John Kerry,democrat,5015.0,12928,"Virginia, Orange"
2004,Virginia,VA,Orange,George W. Bush,republican,7749.0,12928,"Virginia, Orange"
2004,Virginia,VA,Page,John Kerry,democrat,3324.0,9603,"Virginia, Page"
2004,Virginia,VA,Page,George W. Bush,republican,6221.0,9603,"Virginia, Page"
2004,Virginia,VA,Patrick,John Kerry,democrat,2572.0,8215,"Virginia, Patrick"
2004,Virginia,VA,Patrick,George W. Bush,republican,5507.0,8215,"Virginia, Patrick"
2004,Virginia,VA,Pittsylvania,John Kerry,democrat,9274.0,27417,"Virginia, Pittsylvania"
2004,Virginia,VA,Pittsylvania,George W. Bush,republican,17673.0,27417,"Virginia, Pittsylvania"
2004,Virginia,VA,Powhatan,John Kerry,democrat,3112.0,12163,"Virginia, Powhatan"
2004,Virginia,VA,Powhatan,George W. Bush,republican,8955.0,12163,"Virginia, Powhatan"
2004,Virginia,VA,Prince Edward,John Kerry,democrat,3632.0,7316,"Virginia, Prince Edward"
2004,Virginia,VA,Prince Edward,George W. Bush,republican,3571.0,7316,"Virginia, Prince Edward"
2004,Virginia,VA,Prince George,John Kerry,democrat,5066.0,13254,"Virginia, Prince George"
2004,Virginia,VA,Prince George,George W. Bush,republican,8131.0,13254,"Virginia, Prince George"
2004,Virginia,VA,Prince William,John Kerry,democrat,61271.0,132063,"Virginia, Prince William"
2004,Virginia,VA,Prince William,George W. Bush,republican,69776.0,132063,"Virginia, Prince William"
2004,Virginia,VA,Pulaski,John Kerry,democrat,5310.0,14251,"Virginia, Pulaski"
2004,Virginia,VA,Pulaski,George W. Bush,republican,8769.0,14251,"Virginia, Pulaski"
2004,Virginia,VA,Rappahannock,John Kerry,democrat,1837.0,4050,"Virginia, Rappahannock"
2004,Virginia,VA,Rappahannock,George W. Bush,republican,2172.0,4050,"Virginia, Rappahannock"
2004,Virginia,VA,Richmond,John Kerry,democrat,1243.0,3361,"Virginia, Richmond"
2004,Virginia,VA,Richmond,George W. Bush,republican,2082.0,3361,"Virginia, Richmond"
2004,Virginia,VA,Richmond,John Kerry,democrat,52167.0,74325,"Virginia, Richmond"
2004,Virginia,VA,Richmond,George W. Bush,republican,21637.0,74325,"Virginia, Richmond"
2004,Virginia,VA,Richmond,John Kerry,democrat,1243.0,3361,"Virginia, Richmond"
2004,Virginia,VA,Richmond,George W. Bush,republican,2082.0,3361,"Virginia, Richmond"
2004,Virginia,VA,Richmond,John Kerry,democrat,52167.0,74325,"Virginia, Richmond"
2004,Virginia,VA,Richmond,George W. Bush,republican,21637.0,74325,"Virginia, Richmond"
2004,Virginia,VA,Roanoke,John Kerry,democrat,16082.0,46973,"Virginia, Roanoke"
2004,Virginia,VA,Roanoke,George W. Bush,republican,30596.0,46973,"Virginia, Roanoke"
2004,Virginia,VA,Roanoke,John Kerry,democrat,18862.0,36000,"Virginia, Roanoke"
2004,Virginia,VA,Roanoke,George W. Bush,republican,16661.0,36000,"Virginia, Roanoke"
2004,Virginia,VA,Roanoke,John Kerry,democrat,16082.0,46973,"Virginia, Roanoke"
2004,Virginia,VA,Roanoke,George W. Bush,republican,30596.0,46973,"Virginia, Roanoke"
2004,Virginia,VA,Roanoke,John Kerry,democrat,18862.0,36000,"Virginia, Roanoke"
2004,Virginia,VA,Roanoke,George W. Bush,republican,16661.0,36000,"Virginia, Roanoke"
2004,Virginia,VA,Rockbridge,John Kerry,democrat,3627.0,9181,"Virginia, Rockbridge"
2004,Virginia,VA,Rockbridge,George W. Bush,republican,5412.0,9181,"Virginia, Rockbridge"
2004,Virginia,VA,Rockingham,John Kerry,democrat,7273.0,29216,"Virginia, Rockingham"
2004,Virginia,VA,Rockingham,George W. Bush,republican,21737.0,29216,"Virginia, Rockingham"
2004,Virginia,VA,Russell,John Kerry,democrat,5167.0,11423,"Virginia, Russell"
2004,Virginia,VA,Russell,George W. Bush,republican,6077.0,11423,"Virginia, Russell"
2004,Virginia,VA,Scott,John Kerry,democrat,3324.0,9967,"Virginia, Scott"
2004,Virginia,VA,Scott,George W. Bush,republican,6479.0,9967,"Virginia, Scott"
2004,Virginia,VA,Shenandoah,John Kerry,democrat,5186.0,17146,"Virginia, Shenandoah"
2004,Virginia,VA,Shenandoah,George W. Bush,republican,11820.0,17146,"Virginia, Shenandoah"
2004,Virginia,VA,Smyth,John Kerry,democrat,4143.0,12319,"Virginia, Smyth"
2004,Virginia,VA,Smyth,George W. Bush,republican,7906.0,12319,"Virginia, Smyth"
2004,Virginia,VA,Southampton,John Kerry,democrat,3431.0,7492,"Virginia, Southampton"
2004,Virginia,VA,Southampton,George W. Bush,republican,4018.0,7492,"Virginia, Southampton"
2004,Virginia,VA,Spotsylvania,John Kerry,democrat,16623.0,45445,"Virginia, Spotsylvania"
2004,Virginia,VA,Spotsylvania,George W. Bush,republican,28527.0,45445,"Virginia, Spotsylvania"
2004,Virginia,VA,Stafford,John Kerry,democrat,17208.0,45986,"Virginia, Stafford"
2004,Virginia,VA,Stafford,George W. Bush,republican,28500.0,45986,"Virginia, Stafford"
2004,Virginia,VA,Surry,John Kerry,democrat,1954.0,3522,"Virginia, Surry"
2004,Virginia,VA,Surry,George W. Bush,republican,1543.0,3522,"Virginia, Surry"
2004,Virginia,VA,Sussex,John Kerry,democrat,2420.0,4345,"Virginia, Sussex"
2004,Virginia,VA,Sussex,George W. Bush,republican,1890.0,4345,"Virginia, Sussex"
2004,Virginia,VA,Tazewell,John Kerry,democrat,7184.0,17480,"Virginia, Tazewell"
2004,Virginia,VA,Tazewell,George W. Bush,republican,10039.0,17480,"Virginia, Tazewell"
2004,Virginia,VA,Warren,John Kerry,democrat,5241.0,14068,"Virginia, Warren"
2004,Virginia,VA,Warren,George W. Bush,republican,8600.0,14068,"Virginia, Warren"
2004,Virginia,VA,Washington,John Kerry,democrat,7339.0,22514,"Virginia, Washington"
2004,Virginia,VA,Washington,George W. Bush,republican,14749.0,22514,"Virginia, Washington"
2004,Virginia,VA,Westmoreland,John Kerry,democrat,3370.0,6848,"Virginia, Westmoreland"
2004,Virginia,VA,Westmoreland,George W. Bush,republican,3433.0,6848,"Virginia, Westmoreland"
2004,Virginia,VA,Wise,John Kerry,democrat,5802.0,14312,"Virginia, Wise"
2004,Virginia,VA,Wise,George W. Bush,republican,8330.0,14312,"Virginia, Wise"
2004,Virginia,VA,Wythe,John Kerry,democrat,3581.0,11554,"Virginia, Wythe"
2004,Virginia,VA,Wythe,George W. Bush,republican,7911.0,11554,"Virginia, Wythe"
2004,Virginia,VA,York,John Kerry,democrat,10276.0,29880,"Virginia, York"
2004,Virginia,VA,York,George W. Bush,republican,19396.0,29880,"Virginia, York"
2004,Washington,WA,Adams,John Kerry,democrat,1315.0,5127,"Washington, Adams"
2004,Washington,WA,Adams,George W. Bush,republican,3751.0,5127,"Washington, Adams"
2004,Washington,WA,Asotin,John Kerry,democrat,3319.0,8786,"Washington, Asotin"
2004,Washington,WA,Asotin,George W. Bush,republican,5320.0,8786,"Washington, Asotin"
2004,Washington,WA,Benton,John Kerry,democrat,21549.0,66886,"Washington, Benton"
2004,Washington,WA,Benton,George W. Bush,republican,44350.0,66886,"Washington, Benton"
2004,Washington,WA,Chelan,John Kerry,democrat,10471.0,29396,"Washington, Chelan"
2004,Washington,WA,Chelan,George W. Bush,republican,18482.0,29396,"Washington, Chelan"
2004,Washington,WA,Clallam,John Kerry,democrat,17049.0,36766,"Washington, Clallam"
2004,Washington,WA,Clallam,George W. Bush,republican,18871.0,36766,"Washington, Clallam"
2004,Washington,WA,Clark,John Kerry,democrat,79538.0,170439,"Washington, Clark"
2004,Washington,WA,Clark,George W. Bush,republican,88646.0,170439,"Washington, Clark"
2004,Washington,WA,Columbia,John Kerry,democrat,605.0,2107,"Washington, Columbia"
2004,Washington,WA,Columbia,George W. Bush,republican,1470.0,2107,"Washington, Columbia"
2004,Washington,WA,Cowlitz,John Kerry,democrat,21589.0,42473,"Washington, Cowlitz"
2004,Washington,WA,Cowlitz,George W. Bush,republican,20217.0,42473,"Washington, Cowlitz"
2004,Washington,WA,Douglas,John Kerry,democrat,4306.0,13372,"Washington, Douglas"
2004,Washington,WA,Douglas,George W. Bush,republican,8900.0,13372,"Washington, Douglas"
2004,Washington,WA,Ferry,John Kerry,democrat,1201.0,3341,"Washington, Ferry"
2004,Washington,WA,Ferry,George W. Bush,republican,2019.0,3341,"Washington, Ferry"
2004,Washington,WA,Franklin,John Kerry,democrat,5188.0,16159,"Washington, Franklin"
2004,Washington,WA,Franklin,George W. Bush,republican,10757.0,16159,"Washington, Franklin"
2004,Washington,WA,Garfield,John Kerry,democrat,365.0,1320,"Washington, Garfield"
2004,Washington,WA,Garfield,George W. Bush,republican,935.0,1320,"Washington, Garfield"
2004,Washington,WA,Grant,John Kerry,democrat,7779.0,25995,"Washington, Grant"
2004,Washington,WA,Grant,George W. Bush,republican,17799.0,25995,"Washington, Grant"
2004,Washington,WA,Grays Harbor,John Kerry,democrat,14583.0,27953,"Washington, Grays Harbor"
2004,Washington,WA,Grays Harbor,George W. Bush,republican,12871.0,27953,"Washington, Grays Harbor"
2004,Washington,WA,Island,John Kerry,democrat,18216.0,38559,"Washington, Island"
2004,Washington,WA,Island,George W. Bush,republican,19754.0,38559,"Washington, Island"
2004,Washington,WA,Jefferson,John Kerry,democrat,11610.0,18616,"Washington, Jefferson"
2004,Washington,WA,Jefferson,George W. Bush,republican,6650.0,18616,"Washington, Jefferson"
2004,Washington,WA,King,John Kerry,democrat,580378.0,893534,"Washington, King"
